,default_chances,D,Greenspace,S urban cluster,S_green,entropy,chi2_statistic,p_value,world
606,[0.5 0.5 0.5 0.  0.1 0.1 0.  0.  0. ],-1.9622344042168702,0.2608,7391,5,0.5738920298783765,2288.6656,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 0.]
 [1. 0. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
607,[0.5 0.5 0.5 0.  0.1 0.5 0.  0.  0. ],-1.9691088223574897,0.219,7808,5,0.5256393781275286,3158.44,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
608,[0.5 0.5 0.5 0.  0.5 0.  0.  0.  0. ],-1.9530652453405517,0.3129,6828,12,0.6214013852223372,1400.2564,1.848046062195179e-306,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [0. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]]"
609,[0.5 0.5 0.5 0.  0.5 0.1 0.  0.  0. ],-1.9623189091607591,0.2603,7395,6,0.5733704738685516,2298.2436,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]]"
610,[0.5 0.5 0.5 0.  0.5 0.5 0.  0.  0. ],-1.969332647541353,0.2176,7822,7,0.5238535348350967,3189.9904,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
611,[0.5 0.5 0.5 0.1 0.  0.  0.  0.  0. ],-1.9342791380171362,0.4083,738,22,0.6762338295186001,336.3556,3.9679710405981136e-75,"[[1. 1. 0. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 0. 1.]
 ...
 [1. 1. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 1. 1.]]"
612,[0.5 0.5 0.5 0.1 0.  0.1 0.  0.  0. ],-1.9614703449018436,0.2651,7346,8,0.5783240465730946,2207.1204,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]]"
613,[0.5 0.5 0.5 0.1 0.  0.5 0.  0.  0. ],-1.9671387485595404,0.231,7688,10,0.5404818323017625,2894.44,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 1. ... 1. 1. 0.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [0. 0. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
614,[0.5 0.5 0.5 0.1 0.1 0.  0.  0.  0. ],-1.9472733920480674,0.3442,6485,9,0.6437820865055052,970.9456,3.7131142639603066e-213,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
615,[0.5 0.5 0.5 0.1 0.1 0.1 0.  0.  0. ],-1.9612499481292072,0.2666,7334,6,0.5798477199930832,2179.0224,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
616,[0.5 0.5 0.5 0.1 0.1 0.5 0.  0.  0. ],-1.9674496681641247,0.2293,7707,5,0.5384291392677658,2931.1396,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
617,[0.5 0.5 0.5 0.1 0.5 0.  0.  0.  0. ],-1.953808764710869,0.3088,6897,10,0.6181371528082438,1462.2976,0.0,"[[1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 0. 1.]]"
618,[0.5 0.5 0.5 0.1 0.5 0.1 0.  0.  0. ],-1.962149842093909,0.2613,7385,6,0.5744122890951681,2279.1076,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
619,[0.5 0.5 0.5 0.1 0.5 0.5 0.  0.  0. ],-1.9691888059485434,0.2185,7815,5,0.525002895189312,3169.69,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
620,[0.5 0.5 0.5 0.5 0.  0.  0.  0.  0. ],-1.9392921490216,0.3846,5007,23,0.6662712110896083,532.6864,7.353781213680762e-118,"[[1. 1. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 0.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 1. 1.]]"
621,[0.5 0.5 0.5 0.5 0.  0.1 0.  0.  0. ],-1.9597753451105153,0.275,7243,7,0.5881687773541907,2025.0,0.0,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
622,[0.5 0.5 0.5 0.5 0.  0.5 0.  0.  0. ],-1.965718874650765,0.2399,7595,9,0.5509646327210926,2706.0804,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
623,[0.5 0.5 0.5 0.5 0.1 0.  0.  0.  0. ],-1.9478627603054008,0.3411,6529,12,0.6417624068480667,1009.9684,1.2232232059334286e-221,"[[1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
624,[0.5 0.5 0.5 0.5 0.1 0.1 0.  0.  0. ],-1.960771903558732,0.2694,7305,8,0.5826611529146519,2127.0544,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
625,[0.5 0.5 0.5 0.5 0.1 0.5 0.  0.  0. ],-1.9663911781322296,0.2358,7642,6,0.5461901239306044,2792.0656,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
626,[0.5 0.5 0.5 0.5 0.5 0.  0.  0.  0. ],-1.9552461158683745,0.301,6967,9,0.6117092204712922,1584.04,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]]"
627,[0.5 0.5 0.5 0.5 0.5 0.1 0.  0.  0. ],-1.9631440477077948,0.2554,7446,7,0.5681902595799019,2393.1664,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
628,[0.5 0.5 0.5 0.5 0.5 0.5 0.  0.  0. ],-1.9699222630691844,0.2139,7861,6,0.5190782451111842,3274.1284,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
