,default_chances,D,Greenspace,S urban cluster,S_green,entropy,chi2_statistic,p_value,world
252,[0.1 0.1 0.1 0.  0.  0.1 0.  0.  0. ],-1.963767139194179,0.25,7464,26,0.5623351446188083,2500.0,0.0,"[[1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
253,[0.1 0.1 0.1 0.  0.  0.5 0.  0.  0. ],-1.9718053430245202,0.2004,7957,19,0.5009564415323653,3590.4064,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [0. 1. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 0.]
 [1. 1. 0. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 1. 1.]]"
254,[0.1 0.1 0.1 0.  0.1 0.  0.  0.  0. ],-1.9446039672896058,0.3577,6295,13,0.652083366470552,809.9716,3.664986984732707e-178,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
255,[0.1 0.1 0.1 0.  0.1 0.1 0.  0.  0. ],-1.9629256638041397,0.2567,7433,6,0.5695768422282503,2367.7956,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
256,[0.1 0.1 0.1 0.  0.1 0.5 0.  0.  0. ],-1.9743576551350637,0.1855,8145,4,0.4796317267220374,3956.41,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
257,[0.1 0.1 0.1 0.  0.5 0.  0.  0.  0. ],-1.9570397897817526,0.2903,7068,11,0.6024200792986524,1758.9636,0.0,"[[1. 0. 1. ... 0. 1. 0.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 0. ... 1. 0. 0.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]]"
258,[0.1 0.1 0.1 0.  0.5 0.1 0.  0.  0. ],-1.966472919489553,0.2353,7647,5,0.5456015071377154,2802.6436,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
259,[0.1 0.1 0.1 0.  0.5 0.5 0.  0.  0. ],-1.9754271243721666,0.1785,8213,5,0.46911132702680103,4134.49,0.0,"[[0. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]]"
260,[0.1 0.1 0.1 0.1 0.  0.  0.  0.  0. ],-1.9248167268386398,0.4516,181,35,0.6884547162143315,93.7024,3.667159898951754e-22,"[[1. 1. 0. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 0.]
 ...
 [1. 1. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
261,[0.1 0.1 0.1 0.1 0.  0.1 0.  0.  0. ],-1.9613180911825623,0.2662,7336,9,0.5794425339675527,2186.4976,0.0,"[[1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 0. 1.]
 ...
 [0. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
262,[0.1 0.1 0.1 0.1 0.  0.5 0.  0.  0. ],-1.9713536114219756,0.2044,7951,9,0.5064419475624347,3495.1744,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
263,[0.1 0.1 0.1 0.1 0.1 0.  0.  0.  0. ],-1.9457780528665034,0.352,6402,9,0.6486759339353328,876.16,1.4942643846010049e-192,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
264,[0.1 0.1 0.1 0.1 0.1 0.1 0.  0.  0. ],-1.9615392998505459,0.2649,7351,6,0.5781200184343197,2210.8804,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
265,[0.1 0.1 0.1 0.1 0.1 0.5 0.  0.  0. ],-1.972549424772324,0.1972,8026,4,0.4964962129213734,3667.5136,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
266,[0.1 0.1 0.1 0.1 0.5 0.  0.  0.  0. ],-1.9579870853462247,0.2855,7125,8,0.5980731280544012,1840.41,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
267,[0.1 0.1 0.1 0.1 0.5 0.1 0.  0.  0. ],-1.965932435877605,0.2386,7614,6,0.5494607967940411,2733.1984,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
268,[0.1 0.1 0.1 0.1 0.5 0.5 0.  0.  0. ],-1.9755183687350097,0.1779,8221,4,0.4681941724318618,4149.9364,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
269,[0.1 0.1 0.1 0.5 0.  0.  0.  0.  0. ],-1.939759970343273,0.3816,2604,14,0.664841973726894,560.7424,5.795918136953139e-124,"[[1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
270,[0.1 0.1 0.1 0.5 0.  0.1 0.  0.  0. ],-1.9605664662136937,0.2706,7292,8,0.5838547008573708,2104.9744,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 0.]
 ...
 [1. 1. 0. ... 1. 0. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
271,[0.1 0.1 0.1 0.5 0.  0.5 0.  0.  0. ],-1.9697472623500771,0.215,7848,5,0.5205063844754989,3249.0,0.0,"[[1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
272,[0.1 0.1 0.1 0.5 0.1 0.  0.  0.  0. ],-1.9505274796739593,0.3269,6668,10,0.6319614950108272,1198.5444,1.2636935855763434e-262,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 0. 1. 0.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
273,[0.1 0.1 0.1 0.5 0.1 0.1 0.  0.  0. ],-1.96194665924451,0.2625,7374,6,0.5756556298910149,2256.25,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
274,[0.1 0.1 0.1 0.5 0.1 0.5 0.  0.  0. ],-1.9707620305278941,0.2086,7912,4,0.5120958581906515,3396.5584,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
275,[0.1 0.1 0.1 0.5 0.5 0.  0.  0.  0. ],-1.9609916033368973,0.2675,7316,8,0.5807563977844202,2162.25,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
276,[0.1 0.1 0.1 0.5 0.5 0.1 0.  0.  0. ],-1.9675469244777926,0.2287,7713,5,0.5377007592892791,2944.1476,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
277,[0.1 0.1 0.1 0.5 0.5 0.5 0.  0.  0. ],-1.97463353682934,0.1837,8162,5,0.4769578425136222,4001.8276,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
278,[0.1 0.1 0.5 0.  0.  0.  0.  0.  0. ],-1.9169198156234037,0.4814,183,93,0.6924551008871153,13.8384,0.00019922277795183342,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 1. 0.]
 ...
 [1. 0. 0. ... 0. 1. 1.]
 [0. 1. 1. ... 0. 1. 0.]
 [1. 1. 0. ... 1. 1. 1.]]"
279,[0.1 0.1 0.5 0.  0.  0.1 0.  0.  0. ],-1.960582195522449,0.2701,7281,14,0.5833582770202509,2114.1604,0.0,"[[1. 0. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 1. 1. ... 0. 1. 0.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
280,[0.1 0.1 0.5 0.  0.  0.5 0.  0.  0. ],-1.9675448022705486,0.2272,7721,12,0.535870872306687,2976.7936,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
281,[0.1 0.1 0.5 0.  0.1 0.  0.  0.  0. ],-1.9447711266646062,0.3572,6292,11,0.6517901418711336,815.6736,2.1104705039236155e-179,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 0.]
 [0. 1. 1. ... 1. 1. 1.]]"
282,[0.1 0.1 0.5 0.  0.1 0.1 0.  0.  0. ],-1.9607205758736694,0.2697,7300,7,0.5829602249922314,2121.5236,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
283,[0.1 0.1 0.5 0.  0.1 0.5 0.  0.  0. ],-1.969763181636355,0.2149,7849,5,0.5203768502779568,3251.2804,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
284,[0.1 0.1 0.5 0.  0.5 0.  0.  0.  0. ],-1.9536459316497146,0.3097,6866,11,0.6188604182194727,1448.5636,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
285,[0.1 0.1 0.5 0.  0.5 0.1 0.  0.  0. ],-1.9626057993096824,0.2586,7413,9,0.5715874616498822,2330.9584,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
286,[0.1 0.1 0.5 0.  0.5 0.5 0.  0.  0. ],-1.971878231334803,0.2015,7984,5,0.5024748469601383,3564.09,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
287,[0.1 0.1 0.5 0.1 0.  0.  0.  0.  0. ],-1.930352919101141,0.4266,926,22,0.682333021978835,215.5024,8.659045522217174e-49,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
288,[0.1 0.1 0.5 0.1 0.  0.1 0.  0.  0. ],-1.9603085790155426,0.2719,7277,8,0.5851394787118248,2081.1844,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
289,[0.1 0.1 0.5 0.1 0.  0.5 0.  0.  0. ],-1.9684321557755953,0.223,7764,9,0.5306788217108684,3069.16,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]]"
290,[0.1 0.1 0.5 0.1 0.1 0.  0.  0.  0. ],-1.9453411668126246,0.3539,6355,9,0.6498275201649926,853.8084,1.0804739826872143e-187,"[[1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
291,[0.1 0.1 0.5 0.1 0.1 0.1 0.  0.  0. ],-1.9607034619596742,0.2698,7296,6,0.5830598141264389,2119.6816,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
292,[0.1 0.1 0.5 0.1 0.1 0.5 0.  0.  0. ],-1.9688685639879024,0.2205,7793,4,0.5275400665755161,3124.81,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
293,[0.1 0.1 0.5 0.1 0.5 0.  0.  0.  0. ],-1.9554069235552702,0.3001,6975,9,0.6109490080329198,1598.4004,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
294,[0.1 0.1 0.5 0.1 0.5 0.1 0.  0.  0. ],-1.9642302794826911,0.2489,7511,6,0.5611234412715256,2522.0484,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
295,[0.1 0.1 0.5 0.1 0.5 0.5 0.  0.  0. ],-1.972409240397832,0.1981,8018,4,0.4977571560704435,3645.7444,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
296,[0.1 0.1 0.5 0.5 0.  0.  0.  0.  0. ],-1.9433260702429045,0.3637,5938,18,0.6555173770653893,743.1076,1.2649304956003521e-163,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
297,[0.1 0.1 0.5 0.5 0.  0.1 0.  0.  0. ],-1.9615723370376104,0.2645,7353,7,0.5777113458132048,2218.41,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 ...
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
298,[0.1 0.1 0.5 0.5 0.  0.5 0.  0.  0. ],-1.9680643504227966,0.2255,7737,6,0.5337815055813637,3014.01,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]]"
299,[0.1 0.1 0.5 0.5 0.1 0.  0.  0.  0. ],-1.9521691116840487,0.318,6768,11,0.6253527126087997,1324.96,4.256995032851966e-290,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]]"
300,[0.1 0.1 0.5 0.5 0.1 0.1 0.  0.  0. ],-1.9631943898461421,0.2551,7447,6,0.5678690180242983,2399.0404,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
301,[0.1 0.1 0.5 0.5 0.1 0.5 0.  0.  0. ],-1.9694603678966247,0.2168,7832,6,0.5228278874997319,3208.0896,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
302,[0.1 0.1 0.5 0.5 0.5 0.  0.  0.  0. ],-1.961162995929421,0.2667,7297,8,0.5799488886076564,2177.1556,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
303,[0.1 0.1 0.5 0.5 0.5 0.1 0.  0.  0. ],-1.9674658828066067,0.2292,7707,5,0.5383078841714801,2933.3056,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
304,[0.1 0.1 0.5 0.5 0.5 0.5 0.  0.  0. ],-1.973278954853303,0.1925,8075,5,0.4898277523988527,3782.25,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
305,[0.1 0.5 0.  0.  0.  0.  0.  0.  0. ],-1.8843360734637409,0.5892,35,5198,0.6771483964378586,318.2656,3.4569593414495683e-71,"[[1. 0. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [0. 1. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 0. 0.]
 [1. 1. 1. ... 1. 1. 1.]]"
306,[0.1 0.5 0.  0.  0.  0.1 0.  0.  0. ],-1.9575446198430912,0.2779,6989,114,0.5909589937803428,1973.1364,0.0,"[[1. 1. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 0. 0.]
 [1. 0. 1. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 0. 1.]]"
307,[0.1 0.5 0.  0.  0.  0.5 0.  0.  0. ],-1.9655379754540587,0.2337,7548,76,0.5437085865218309,2836.6276,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 1. 0.]
 [1. 0. 1. ... 0. 1. 1.]]"
308,[0.1 0.5 0.  0.  0.1 0.  0.  0.  0. ],-1.945699564919895,0.3515,6315,27,0.6483702560414198,882.09,7.678614800889358e-194,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
309,[0.1 0.5 0.  0.  0.1 0.1 0.  0.  0. ],-1.964463006471279,0.2475,7525,11,0.559571909976142,2550.25,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 0. 0. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 1. 0.]
 [0. 1. 1. ... 1. 1. 0.]]"
310,[0.1 0.5 0.  0.  0.1 0.5 0.  0.  0. ],-1.9739734729795957,0.188,8118,5,0.48330991375882404,3893.76,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
311,[0.1 0.5 0.  0.  0.5 0.  0.  0.  0. ],-1.953073334955862,0.3117,6835,16,0.6204541185179098,1418.2756,2.24450522971347e-310,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [0. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 1. 0.]]"
312,[0.1 0.5 0.  0.  0.5 0.1 0.  0.  0. ],-1.964745022130191,0.2458,7540,6,0.5576737556526532,2584.7056,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 0.]
 [0. 1. 1. ... 1. 1. 0.]]"
313,[0.1 0.5 0.  0.  0.5 0.5 0.  0.  0. ],-1.9730930963135236,0.1937,8060,4,0.49154374408571433,3752.7876,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
314,[0.1 0.5 0.  0.1 0.  0.  0.  0.  0. ],-1.924713351098415,0.4519,194,42,0.688512796953449,92.5444,6.5831163537955155e-22,"[[0. 0. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 0.]]"
